ticker,company_name,country,ipo_year,market_cap,subsector
GLPG,Galapagos NV,Belgium,2015.0,5490000000.0,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,United States,,155110000.0,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,Israel,2014.0,177530000.0,Major Pharmaceuticals
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust",United States,,,
GGN,"GAMCO Global Gold, Natural Reources & Income Trust",United States,2005.0,684830000.0,
GBL,"Gamco Investors, Inc.",United States,1999.0,762420000.0,Investment Bankers/Brokers/Service
GNT,"GAMCO Natural Resources, Gold & Income Tust",United States,2011.0,127680000.0,
GNT^A,"GAMCO Natural Resources, Gold & Income Tust",United States,,,
GME,Gamestop Corporation,United States,2002.0,1580000000.0,Electronics Distribution
GLPI,"Gaming and Leisure Properties, Inc.",United States,,7440000000.0,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,United States,,68400000.0,Recreational Products/Toys
GPS,"Gap, Inc. (The)",United States,,12670000000.0,Clothing/Shoe/Accessory Stores
GDI,"Gardner Denver Holdings, Inc.",United States,2017.0,5580000000.0,Industrial Machinery/Components
GRMN,Garmin Ltd.,Switzerland,2000.0,12100000000.0,Industrial Machinery/Components
GARS,Garrison Capital Inc.,United States,2013.0,135460000.0,
IT,"Gartner, Inc.",United States,1993.0,12860000000.0,Other Consumer Services
GLOG,GasLog LP.,Monaco,2012.0,1330000000.0,Marine Transportation
GLOG^A,GasLog LP.,Monaco,,,
GLOP,GasLog Partners LP,,2014.0,1080000000.0,Marine Transportation
GLOP^A,GasLog Partners LP,,,,
GLOP^B,GasLog Partners LP,,,,
GST^A,Gastar Exploration Inc.,United States,,,
GST^B,Gastar Exploration Inc.,United States,,,
GST,Gastar Exploration Inc.,United States,,22360000.0,Oil & Gas Production
GTES,Gates Industrial Corporation plc,,2018.0,5130000000.0,Industrial Machinery/Components
GATX,GATX Corporation,United States,,3150000000.0,Transportation Services
GMTA,GATX Corporation,United States,2016.0,,Transportation Services
GZT,Gazit-Globe Ltd.,Israel,2011.0,1770000000.0,Real Estate
GLIBA,"GCI Liberty, Inc.",United States,,5300000000.0,Telecommunications Equipment
GLIBP,"GCI Liberty, Inc.",United States,,879070000.0,Telecommunications Equipment
GCP,GCP Applied Technologies Inc.,,2016.0,1820000000.0,Major Chemicals
GDS,GDS Holdings Limited,China,2016.0,3610000000.0,"Computer Software: Programming, Data Processing"
JOB,GEE Group Inc.,United States,,27580000.0,Diversified Commercial Services
GEMP,Gemphire Therapeutics Inc.,United States,2016.0,22060000.0,Major Pharmaceuticals
GNK,Genco Shipping & Trading Limited,United States,,548420000.0,Marine Transportation
GENC,Gencor Industries Inc.,United States,,181800000.0,Construction/Ag Equipment/Trucks
GNRC,Generac Holdlings Inc.,United States,2010.0,3400000000.0,Metal Fabrications
GAM,"General American Investors, Inc.",United States,,956280000.0,
GAM^B,"General American Investors, Inc.",United States,,,
GD,General Dynamics Corporation,United States,,57370000000.0,Marine Transportation
GE,General Electric Company,United States,,107260000000.0,Consumer Electronics/Appliances
GFN,General Finance Corporation,United States,,361220000.0,Diversified Commercial Services
GFNCP,General Finance Corporation,United States,,,Diversified Commercial Services
GFNSL,General Finance Corporation,United States,,,Diversified Commercial Services
GIS,"General Mills, Inc.",United States,,27180000000.0,Packaged Foods
GMO,"General Moly, Inc",United States,,41170000.0,Precious Metals
GM,General Motors Company,United States,2010.0,51070000000.0,Auto Manufacturing
GM.WS.B,General Motors Company,United States,,,
GCO,Genesco Inc.,United States,,876270000.0,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",United States,,5350000000.0,Railroads
GEL,"Genesis Energy, L.P.",United States,1996.0,2840000000.0,Oil Refining/Marketing
GEN,"Genesis Healthcare, Inc.",United States,,258300000.0,Hospital/Nursing Management
GENE,Genetic Technologies Ltd,Australia,,17860000.0,Biotechnology: Biological Products (No Diagnostic Substances)
GNE,Genie Energy Ltd.,United States,2011.0,132389999.99999999,Power Generation
GNE^A,Genie Energy Ltd.,United States,,,
GNUS,"Genius Brands International, Inc.",United States,,23510000.0,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",United States,2010.0,409500000.0,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",United States,2014.0,53660000.0,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",United States,2005.0,1870000000.0,Medical Specialities
G,Genpact Limited,Bermuda,2007.0,5690000000.0,Professional Services
GNPX,"Genprex, Inc.",United States,2018.0,40160000.0,Major Pharmaceuticals
GNTX,Gentex Corporation,United States,,6460000000.0,Auto Parts:O.E.M.
THRM,Gentherm Inc,United States,,1690000000.0,Auto Parts:O.E.M.
GPC,Genuine Parts Company,United States,,14420000000.0,Automotive Aftermarket
GNW,Genworth Financial Inc,United States,2004.0,2300000000.0,Life Insurance
GEO,Geo Group Inc (The),United States,,3080000000.0,Real Estate Investment Trusts
GPRK,Geopark Ltd,Bermuda,2014.0,1020000000.0,Oil & Gas Production
GPJA,Georgia Power Company,United States,2017.0,,Electric Utilities: Central
GEOS,Geospace Technologies Corporation,United States,,181400000.0,Industrial Machinery/Components
GGB,Gerdau S.A.,Brazil,,7050000000.0,Steel/Iron Ore
GABC,"German American Bancorp, Inc.",United States,,849110000.0,Major Banks
GERN,Geron Corporation,United States,1996.0,676750000.0,Major Pharmaceuticals
GTY,Getty Realty Corporation,United States,,1170000000.0,Real Estate
GEVO,"Gevo, Inc.",United States,2011.0,14330000.0,Major Chemicals
GGP,GGP Inc.,United States,,20560000000.0,Real Estate Investment Trusts
GGP^A,GGP Inc.,United States,,,Real Estate Investment Trusts
ROCK,"Gibraltar Industries, Inc.",United States,1993.0,1420000000.0,Steel/Iron Ore
GIGM,GigaMedia Limited,Taiwan,,32490000.000000004,"Computer Software: Programming, Data Processing"
GIG~,"GigCapital, Inc.",,,,
GIG,"GigCapital, Inc.",United States,2018.0,40420000.0,Business Services
GIG.U,"GigCapital, Inc.",United States,2017.0,,
GIG.WS,"GigCapital, Inc.",United States,,,
GIII,"G-III Apparel Group, LTD.",United States,1989.0,2300000000.0,Apparel
GILT,Gilat Satellite Networks Ltd.,Israel,,475660000.0,Radio And Television Broadcasting And Communications Equipment
GIL,"Gildan Activewear, Inc.",Canada,1998.0,6240000000.0,Apparel
GILD,"Gilead Sciences, Inc.",United States,1992.0,100190000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",United States,,3740000000.0,Major Banks
GLAD,Gladstone Capital Corporation,United States,2001.0,261450000.0,Textiles
GLADN,Gladstone Capital Corporation,United States,,,Textiles
GOOD,Gladstone Commercial Corporation,United States,2003.0,565650000.0,Real Estate
GOODM,Gladstone Commercial Corporation,United States,,,Real Estate
GOODO,Gladstone Commercial Corporation,United States,,30440000.0,Real Estate
GOODP,Gladstone Commercial Corporation,United States,,26660000.0,Real Estate
GAIN,Gladstone Investment Corporation,United States,2005.0,390590000.0,
GAINM,Gladstone Investment Corporation,United States,,,
GAINN,Gladstone Investment Corporation,United States,,,
GAINO,Gladstone Investment Corporation,United States,,,
LAND,Gladstone Land Corporation,United States,2013.0,200570000.0,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,United States,,,Real Estate Investment Trusts
GLT,Glatfelter,United States,,678640000.0,Paper
GKOS,Glaukos Corporation,United States,2015.0,1410000000.0,Medical/Dental Instruments
GSK,GlaxoSmithKline PLC,United Kingdom,,98700000000.0,Major Pharmaceuticals
GLBZ,Glen Burnie Bancorp,United States,,35100000.0,Major Banks
GBT,"Global Blood Therapeutics, Inc.",United States,2015.0,2400000000.0,Major Pharmaceuticals
BRSS,"Global Brass and Copper Holdings, Inc.",United States,2013.0,807750000.0,Metal Fabrications
CO,Global Cord Blood Corporation,Hong Kong,,907390000.0,Business Services
ENT,Global Eagle Entertainment Inc.,United States,2011.0,218540000.0,Telecommunications Equipment
GBLI,Global Indemnity Limited,Ireland,,576870000.0,Property-Casualty Insurers
GBLIL,Global Indemnity Limited,Ireland,,,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,Ireland,,,Property-Casualty Insurers
GMRE,Global Medical REIT Inc.,,2016.0,200950000.0,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc.,,,,
GNL,"Global Net Lease, Inc.",United States,2015.0,1490000000.0,Real Estate Investment Trusts
GNL^A,"Global Net Lease, Inc.",United States,,,
GLP,Global Partners LP,United States,2005.0,693510000.0,Oil Refining/Marketing
GLP^A,Global Partners LP,United States,,,
GPN,Global Payments Inc.,United States,,18880000000.0,Business Services
SELF,"Global Self Storage, Inc.",United States,,31310000.0,Real Estate Investment Trusts
GSL,"Global Ship Lease, Inc.",United Kingdom,,65000000.0,Marine Transportation
GSL^B,"Global Ship Lease, Inc.",United Kingdom,,,
GWRS,"Global Water Resources, Inc.",United States,2016.0,203280000.0,Water Supply
DRIV,Global X Autonomous & Electric Vehicles ETF,United States,,,
KRMA,Global X Conscious Companies ETF,United States,,,
FINX,Global X FinTech ETF,United States,,,
AIQ,Global X Future Analytics Tech ETF,United States,,,
BFIT,Global X Health & Wellness Thematic ETF,United States,,,
SNSR,Global X Internet of Things ETF,United States,,,
LNGR,Global X Longevity Thematic ETF,United States,,,
MILN,Global X Millennials Thematic ETF,United States,,17160000.0,
EFAS,Global X MSCI SuperDividend EAFE ETF,United States,,,
QQQC,Global X NASDAQ China Technology ETF,United States,,20650000.0,
BOTZ,Global X Robotics & Artificial Intelligence ETF,United States,,,
CATH,Global X S&P 500 Catholic Values ETF,United States,,,
SOCL,Global X Social Media ETF,United States,,135460000.0,
ALTY,Global X SuperDividend Alternatives ETF,United States,,,
SRET,Global X SuperDividend REIT ETF,United States,,3080000.0,
YLCO,Global X Yieldco Index ETF,United States,,2930000.0,
GSB,"GlobalSCAPE, Inc.",United States,,78410000.0,Computer Software: Prepackaged Software
GSAT,"Globalstar, Inc.",United States,2006.0,634910000.0,Telecommunications Equipment
GLOB,Globant S.A.,,2014.0,2120000000.0,EDP Services
GLBS,Globus Maritime Limited,Greece,,14080000.0,Marine Transportation
GMED,"Globus Medical, Inc.",United States,2012.0,5110000000.0,Medical/Dental Instruments
GLOW,"Glowpoint, Inc.",United States,,8130000.000000001,Telecommunications Equipment
GLUU,Glu Mobile Inc.,United States,2007.0,914770000.0,EDP Services
GLYC,"GlycoMimetics, Inc.",United States,2014.0,635330000.0,Major Pharmaceuticals
GMS,GMS Inc.,United States,2016.0,1040000000.0,RETAIL: Building Materials
GNC,"GNC Holdings, Inc.",United States,2011.0,249150000.0,Food Chains
GDDY,GoDaddy Inc.,United States,2015.0,12960000000.0,EDP Services
GOGO,Gogo Inc.,United States,2013.0,384560000.0,Telecommunications Equipment
GOL,Gol Linhas Aereas Inteligentes S.A.,Brazil,2004.0,10000000000.0,Air Freight/Delivery Services
GLNG,Golar LNG Limited,Bermuda,,2510000000.0,Marine Transportation
GMLP,Golar LNG Partners LP,Bermuda,2011.0,1030000000.0,Marine Transportation
GMLPP,Golar LNG Partners LP,Bermuda,,,Marine Transportation
GFI,Gold Fields Limited,South Africa,,2410000000.0,Precious Metals
GORO,Gold Resource Corporation,United States,,309620000.0,Precious Metals
GSV,Gold Standard Ventures Corporation,Canada,,407330000.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GG,Goldcorp Inc.,Canada,,9870000000.0,Precious Metals
DNJR,GOLDEN BULL LIMITED,China,2018.0,105770000.0,Finance: Consumer Services
GDEN,"Golden Entertainment, Inc.",United States,,724130000.0,Services-Misc. Amusement & Recreation
AUMN,Golden Minerals Company,United States,,23940000.0,Precious Metals
GOGL,Golden Ocean Group Limited,Bermuda,,1260000000.0,Marine Transportation
GSS,"Golden Star Resources, Ltd",United States,,282760000.0,Precious Metals
GV,Goldfield Corporation (The),United States,,119620000.0,Water Supply
GSBD,"Goldman Sachs BDC, Inc.",United States,2015.0,893100000.0,
GS,"Goldman Sachs Group, Inc. (The)",United States,1999.0,86710000000.0,Investment Bankers/Brokers/Service
GS^A,"Goldman Sachs Group, Inc. (The)",United States,,,
GS^B,"Goldman Sachs Group, Inc. (The)",United States,,,
GS^C,"Goldman Sachs Group, Inc. (The)",United States,,,
GS^D,"Goldman Sachs Group, Inc. (The)",United States,,,
GS^J,"Goldman Sachs Group, Inc. (The)",United States,,,
GS^K,"Goldman Sachs Group, Inc. (The)",United States,,,
GS^N,"Goldman Sachs Group, Inc. (The)",United States,,,
GER,Goldman Sachs MLP Energy Renaissance Fund,,1986.0,545200000.0,
GMZ,Goldman Sachs MLP Income Opportunities Fund,,2013.0,438060000.0,
GBDC,"Golub Capital BDC, Inc.",United States,2010.0,1140000000.0,
GTIM,Good Times Restaurants Inc.,United States,,52370000.0,Restaurants
GDP,Goodrich Petroleum Corporation,United States,2017.0,153890000.0,Oil & Gas Production
GSHD,"Goosehead Insurance, Inc.",United States,2018.0,355110000.0,Specialty Insurers
GPRO,"GoPro, Inc.",United States,2014.0,899070000.0,Industrial Machinery/Components
GPAQ,Gordon Pointe Acquisition Corp.,United States,2018.0,39410000.0,Business Services
GPAQU,Gordon Pointe Acquisition Corp.,United States,2018.0,,Business Services
GPAQW,Gordon Pointe Acquisition Corp.,United States,2018.0,,Business Services
GSHT,"Gores Holdings II, Inc.",United States,2017.0,517500000.0,Business Services
GSHTU,"Gores Holdings II, Inc.",United States,2017.0,,Business Services
GSHTW,"Gores Holdings II, Inc.",United States,2017.0,,Business Services
GRC,Gorman-Rupp Company (The),United States,,961510000.0,Fluid Controls
GOV,Government Properties Income Trust,United States,2009.0,1610000000.0,Real Estate
GOVNI,Government Properties Income Trust,United States,,,Real Estate
GPX,GP Strategies Corporation,United States,,303970000.0,Other Consumer Services
GGG,Graco Inc.,United States,,7690000000.0,Fluid Controls
EAF,GrafTech International Ltd.,,2018.0,5890000000.0,Industrial Machinery/Components
GHM,Graham Corporation,United States,,275900000.0,Industrial Machinery/Components
GHC,Graham Holdings Company,United States,,2990000000.0,Other Consumer Services
GPT,Gramercy Property Trust,United States,,4580000000.0,Real Estate Investment Trusts
GPT^A,Gramercy Property Trust Inc.,United States,,,
GTE,Gran Tierra Energy Inc.,Canada,,1270000000.0,Oil & Gas Production
GRAM,Grana y Montero S.A.A.,,2018.0,498990000.0,Military/Government/Technical
LOPE,"Grand Canyon Education, Inc.",United States,2008.0,5650000000.0,Other Consumer Services
GVA,Granite Construction Incorporated,United States,,1960000000.0,Military/Government/Technical
GPMT,Granite Point Mortgage Trust Inc.,,2017.0,815310000.0,Real Estate Investment Trusts
GRP.U,Granite Real Estate Inc.,Canada,,,
GPK,Graphic Packaging Holding Company,United States,,4440000000.0,Containers/Packaging
GRVY,"GRAVITY Co., Ltd.",South Korea,2005.0,152420000.0,Business Services
GTN.A,"Gray Television, Inc.",,,,
GTN,"Gray Television, Inc.",United States,,1440000000.0,Broadcasting
AJX,Great Ajax Corp.,United States,2015.0,251120000.0,Real Estate Investment Trusts
AJXA,Great Ajax Corp.,United States,2017.0,,Real Estate Investment Trusts
GECC,Great Elm Capital Corp.,United States,,100980000.0,
GECCL,Great Elm Capital Corp.,United States,,,
GECCM,Great Elm Capital Corp.,United States,,,
GEC,"Great Elm Capital Group, Inc.",United States,,78950000.0,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation,United States,,329810000.0,Military/Government/Technical
GPL,Great Panther Silver Limited,Canada,,156390000.0,Precious Metals
GSBC,"Great Southern Bancorp, Inc.",United States,1989.0,843790000.0,Major Banks
GWB,"Great Western Bancorp, Inc.",United States,2014.0,2510000000.0,Major Banks
GNBC,"Green Bancorp, Inc.",United States,2014.0,913750000.0,Major Banks
GRBK,"Green Brick Partners, Inc.",United States,,522409999.99999994,Homebuilding
GDOT,Green Dot Corporation,United States,2010.0,4350000000.0,Finance: Consumer Services
GPP,Green Plains Partners LP,United States,2015.0,501040000.0,Major Chemicals
GPRE,"Green Plains, Inc.",United States,,724210000.0,Major Chemicals
GBX,"Greenbrier Companies, Inc. (The)",United States,1994.0,1880000000.0,Railroads
GCBC,"Greene County Bancorp, Inc.",United States,,291180000.0,Banks
GHL,"Greenhill & Co., Inc.",United States,2004.0,745660000.0,Investment Bankers/Brokers/Service
GLAC,Greenland Acquisition Corporation,China,2018.0,,Business Services
GLACR,Greenland Acquisition Corporation,China,2018.0,,Business Services
GLACU,Greenland Acquisition Corporation,China,2018.0,,Business Services
GLACW,Greenland Acquisition Corporation,China,2018.0,,Business Services
GLRE,"Greenlight Reinsurance, Ltd.",Cayman Islands,2007.0,491760000.0,Property-Casualty Insurers
GRNQ,Greenpro Capital Corp.,China,,302940000.0,EDP Services
GSKY,"GreenSky, Inc.",United States,2018.0,3110000000.0,Business Services
GHG,GreenTree Hospitality Group Ltd.,,2018.0,1620000000.0,Hotels/Resorts
GEF,Greif Bros. Corporation,United States,,3130000000.0,
GEF.B,Greif Bros. Corporation,United States,,,
GSUM,Gridsum Holding Inc.,China,2016.0,190870000.0,Computer Software: Prepackaged Software
GRIF,"Griffin Industrial Realty, Inc.",United States,,195110000.0,Real Estate
GFF,Griffon Corporation,United States,,787020000.0,Building Products
GRFS,"Grifols, S.A.",Spain,,14150000000.0,Major Pharmaceuticals
GRIN,Grindrod Shipping Holdings Ltd.,Singapore,,156530000.0,Marine Transportation
GPI,"Group 1 Automotive, Inc.",United States,1997.0,1590000000.0,Automotive Aftermarket
GRPN,"Groupon, Inc.",United States,2011.0,2660000000.0,Advertising
GRUB,GrubHub Inc.,,2014.0,11640000000.0,Business Services
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Mexico,2006.0,2510000000.0,Aerospace
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",Mexico,2006.0,5320000000.0,Aerospace
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Mexico,,5650000000.0,Aerospace
AVAL,Grupo Aval Acciones y Valores S.A.,,2014.0,8650000000.0,Commercial Banks
GGAL,Grupo Financiero Galicia S.A.,Argentina,,4360000000.0,Commercial Banks
SIM,"Grupo Simec, S.A. de C.V.",Mexico,1993.0,1600000000.0,Steel/Iron Ore
SUPV,Grupo Supervielle S.A.,,2016.0,932630000.0,Commercial Banks
TV,Grupo Televisa S.A.,Mexico,1993.0,10810000000.0,Broadcasting
GSAH,GS Acquisition Holdings Corp.,United States,2018.0,,
GSAH.U,GS Acquisition Holdings Corp.,United States,2018.0,,
GSAH.WS,GS Acquisition Holdings Corp.,United States,,,
GVP,"GSE Systems, Inc.",United States,,60390000.0,Computer Software: Prepackaged Software
GSIT,"GSI Technology, Inc.",United States,2007.0,138180000.0,Semiconductors
GSVC,GSV Capital Corp,United States,2011.0,154630000.0,
GTT,"GTT Communications, Inc.",United States,,2330000000.0,Telecommunications Equipment
GTXI,"GTx, Inc.",United States,2004.0,434480000.0,Major Pharmaceuticals
GTYH,"GTY Technology Holdings, Inc.",United States,2016.0,157710000.0,Business Services
GTYHU,"GTY Technology Holdings, Inc.",United States,2016.0,,Business Services
GTYHW,"GTY Technology Holdings, Inc.",United States,2016.0,,Business Services
GSH,Guangshen Railway Company Limited,China,,3480000000.0,Railroads
GBNK,Guaranty Bancorp,United States,,910040000.0,Major Banks
GNTY,"Guaranty Bancshares, Inc.",United States,2017.0,368390000.0,Major Banks
GFED,"Guaranty Federal Bancshares, Inc.",United States,,109500000.0,Major Banks
GES,"Guess?, Inc.",United States,1996.0,1950000000.0,Apparel
GGM,Guggenheim Credit Allocation Fund,,2013.0,162470000.0,
GPM,Guggenheim Enhanced Equity Income Fund,,,424670000.0,
GOF,Guggenheim Strategic Opportunities Fund,United States,,620140000.0,
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,United States,2010.0,378800000.0,
GWRE,"Guidewire Software, Inc.",United States,2012.0,7790000000.0,Computer Software: Prepackaged Software
GIFI,"Gulf Island Fabrication, Inc.",United States,1997.0,150430000.0,Metal Fabrications
GURE,"Gulf Resources, Inc.",China,,51950000.0,Major Chemicals
GLF,"GulfMark Offshore, Inc.",United States,2017.0,286360000.0,Metal Fabrications
GLF.WS,"GulfMark Offshore, Inc.",United States,,,
GPOR,Gulfport Energy Corporation,United States,,1960000000.0,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,United Kingdom,2013.0,3760000000.0,Major Pharmaceuticals
GWGH,"GWG Holdings, Inc",United States,2014.0,43690000.0,Life Insurance
GYRO,"Gyrodyne , LLC",United States,,30110000.0,Building operators
HEES,"H&E Equipment Services, Inc.",United States,2006.0,1230000000.0,
HRB,"H&R Block, Inc.",United States,,5460000000.0,Other Consumer Services
FUL,H. B. Fuller Company,United States,,2870000000.0,Home Furnishings
HAE,Haemonetics Corporation,United States,1991.0,5390000000.0,Medical/Dental Instruments
HLG,Hailiang Education Group Inc.,China,2015.0,1860000000.0,Other Consumer Services
HK,Halcon Resources Corporation,United States,,620970000.0,Oil & Gas Production
HK.WS,Halcon Resources Corporation,United States,,,
HNRG,Hallador Energy Company,United States,,194110000.0,Coal Mining
HAL,Halliburton Company,United States,,35630000000.0,Oilfield Services/Equipment
HALL,"Hallmark Financial Services, Inc.",United States,,190490000.0,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",United States,,2510000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
HBK,"Hamilton Bancorp, Inc.",United States,2012.0,48750000.0,Savings Institutions
HBB,Hamilton Beach Brands Holding Company,,2017.0,335120000.0,Home Furnishings
HLNE,Hamilton Lane Incorporated,United States,2017.0,2310000000.0,Investment Managers
HJLI,"Hancock Jaffe Laboratories, Inc.",United States,2018.0,27650000.0,Medical/Dental Instruments
HJLIW,"Hancock Jaffe Laboratories, Inc.",United States,2018.0,,Medical/Dental Instruments
HWC,Hancock Whitney Corporation,United States,,4390000000.0,Major Banks
HWCPL,Hancock Whitney Corporation,United States,,,Major Banks
HBI,Hanesbrands Inc.,United States,,6560000000.0,Clothing/Shoe/Accessory Stores
HAFC,Hanmi Financial Corporation,United States,,852450000.0,Major Banks
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",United States,2013.0,1090000000.0,Real Estate Investment Trusts
HQCL,"Hanwha Q CELLS Co., Ltd.",South Korea,,697640000.0,Semiconductors
HONE,"HarborOne Bancorp, Inc.",United States,2016.0,613960000.0,Major Banks
HOG,"Harley-Davidson, Inc.",United States,,6920000000.0,Motor Vehicles
HLIT,Harmonic Inc.,United States,1995.0,426080000.0,Radio And Television Broadcasting And Communications Equipment
HMY,Harmony Gold Mining Company Limited,South Africa,,810410000.0,Precious Metals
HRS,Harris Corporation,United States,,19580000000.0,Industrial Machinery/Components
HSC,Harsco Corporation,United States,,2020000000.0,Metal Fabrications
HHS,"Harte-Hanks, Inc.",United States,1993.0,45610000.0,Advertising
HGH,"Hartford Financial Services Group, Inc. (The)",United States,,,Property-Casualty Insurers
HIG,"Hartford Financial Services Group, Inc. (The)",United States,,18290000000.0,Property-Casualty Insurers
HIG.WS,"Hartford Financial Services Group, Inc. (The)",United States,,,
HFGIC,Hartford Funds NextShares Trust,United States,,27530000.0,
HBIO,"Harvard Bioscience, Inc.",United States,2000.0,239270000.0,Biotechnology: Laboratory Analytical Instruments
HCAP,Harvest Capital Credit Corporation,United States,,69770000.0,
HCAPZ,Harvest Capital Credit Corporation,United States,,,
HAS,"Hasbro, Inc.",United States,,12560000000.0,Recreational Products/Toys
HVT.A,"Haverty Furniture Companies, Inc.",,,,
HVT,"Haverty Furniture Companies, Inc.",United States,,462640000.0,Other Specialty Stores
HE,"Hawaiian Electric Industries, Inc.",United States,,3820000000.0,Electric Utilities: Central
HE^U,"Hawaiian Electric Industries, Inc.",United States,,,
HA,"Hawaiian Holdings, Inc.",United States,,2140000000.0000002,Air Freight/Delivery Services
HWKN,"Hawkins, Inc.",United States,,420170000.0,Specialty Chemicals
HWBK,"Hawthorn Bancshares, Inc.",United States,,133970000.0,Major Banks
HYAC,Haymaker Acquisition Corp.,United States,2017.0,96580000.0,Business Services
HYACU,Haymaker Acquisition Corp.,United States,2017.0,,Business Services
HYACW,Haymaker Acquisition Corp.,United States,2017.0,,Business Services
HAYN,"Haynes International, Inc.",United States,2007.0,488530000.0,Steel/Iron Ore
HCHC,"HC2 Holdings, Inc.",United States,,270510000.0,Metal Fabrications
HCA,"HCA Healthcare, Inc.",United States,2011.0,45410000000.0,Hospital/Nursing Management
HCI,"HCI Group, Inc.",United States,,386900000.0,Property-Casualty Insurers
HCP,"HCP, Inc.",United States,,12350000000.0,Real Estate Investment Trusts
HDS,"HD Supply Holdings, Inc.",United States,2013.0,8140000000.000001,Office Equipment/Supplies/Services
HDB,HDFC Bank Limited,India,2001.0,88100000000.0,Commercial Banks
HIIQ,"Health Insurance Innovations, Inc.",United States,2013.0,860490000.0,Specialty Insurers
HR,Healthcare Realty Trust Incorporated,United States,1993.0,3790000000.0,Real Estate Investment Trusts
HCSG,"Healthcare Services Group, Inc.",United States,1983.0,3010000000.0,Hospital/Nursing Management
HTA,"Healthcare Trust of America, Inc.",United States,,5800000000.0,Real Estate Investment Trusts
HQY,"HealthEquity, Inc.",United States,2014.0,5260000000.0,Business Services
HSTM,"HealthStream, Inc.",United States,2000.0,965200000.0,"Computer Software: Programming, Data Processing"
HTLD,"Heartland Express, Inc.",United States,1986.0,1610000000.0,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",United States,,2080000000.0,Major Banks
HTBX,"Heat Biologics, Inc.",United States,2013.0,41830000.0,Major Pharmaceuticals
HEBT,"Hebron Technology Co., Ltd.",China,2016.0,25870000.0,Metal Fabrications
HL,Hecla Mining Company,United States,,1360000000.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL^B,Hecla Mining Company,United States,,,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HEI.A,Heico Corporation,,,,
HEI,Heico Corporation,United States,,10400000000.0,Aerospace
HSII,"Heidrick & Struggles International, Inc.",United States,1999.0,799510000.0,Diversified Commercial Services
HELE,Helen of Troy Limited,Bermuda,,2980000000.0,Home Furnishings
HMNY,Helios and Matheson Analytics Inc,United States,,215.0,Other Consumer Services
HSDT,"Helius Medical Technologies, Inc.",United States,,227460000.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HLX,"Helix Energy Solutions Group, Inc.",United States,,1370000000.0,Oilfield Services/Equipment
HP,"Helmerich & Payne, Inc.",United States,,6920000000.0,Oil & Gas Production
HMTV,"Hemisphere Media Group, Inc.",United States,,506690000.0,Television Services
HEB,"Hemispherx BioPharma, Inc.",United States,,13650000.0,Biotechnology: Biological Products (No Diagnostic Substances)
HNNA,"Hennessy Advisors, Inc.",United States,,118680000.0,Investment Managers
HCAC,Hennessy Capital Acquisition Corp. III,,2017.0,77010000.0,Environmental Services
HCAC.U,Hennessy Capital Acquisition Corp. III,,2017.0,,
HCAC.WS,Hennessy Capital Acquisition Corp. III,,,,
HSIC,"Henry Schein, Inc.",United States,1995.0,12050000000.0,Medical Specialities
HLF,Herbalife Nutrition Ltd.,Cayman Islands,2004.0,8910000000.0,Other Pharmaceuticals
HRI,Herc Holdings Inc.,,2016.0,1480000000.0,
HCXZ,"Hercules Capital, Inc.",United States,2018.0,,
HTGC,"Hercules Capital, Inc.",United States,2012.0,1170000000.0,
HTGX,"Hercules Capital, Inc.",United States,2014.0,,
HTBK,Heritage Commerce Corp,United States,,646080000.0,Major Banks
HFWA,Heritage Financial Corporation,United States,,1320000000.0,Banks
HRTG,"Heritage Insurance Holdings, Inc.",,2014.0,425120000.0,Property-Casualty Insurers
HCCI,"Heritage-Crystal Clean, Inc.",United States,2008.0,535880000.0,Miscellaneous
